"X..i..","source"
"Oh God, Cher looks amazing :) I believe, that she appear in this film...","Vogue"
"Rihanna e Lady Gaga minhas Rainhas !!!!!","Vogue"
"Very exciting!","Vogue"
"I'm seriously so exciting omg!!!!!","Vogue"
"Fashion is petty, essential, fun and practical...the list goes on.  I love these documentaries that explore style & culture, daily life & fine art. Can't wait!","Vogue"
"'so you can sit back and pretend like you scored an invite to the party of the year'. So shady","Vogue"
"The title is as ugly as the clothes.","Vogue"
"goosebumps ...!!! i can't wait","Vogue"
"I'm so so excited","Vogue"
"KARL LAGERFELD PLEASE WEAR SOMETHING DIFFERENT.","Vogue"
"YES!!! Just so much yes!","Vogue"
"I've always been curious of how they put these balls together so it'll be interesting to watch this.","Vogue"
"Does anyone have an idea who Anna is talking about when she says "" Can he not be on his phone the entire time"" ?","Vogue"
"Too much Rihanna and too little of Cher","Vogue"
"I was so excited about this until I realized this wasn't about the upcoming MET Gala but the previous one; their attempt to portray China without being orientalist is much appreciated but for me it still failed to be accurate enough (likely because the theme hit too close to home). Specifically, the  ""Chinese"" designs which were understandably much closer to chinoiserie than 'Chinese.'","Vogue"
"Can.Not.Wait.","Vogue"
"Fake","Vogue"
"It's been too long since we've a fantastic fashion documentary since the 'September Issue'. This one I can't wait for! Fashion, Art and the Met Gala. YES!!!!","Vogue"
"it definitely sent shivers down my spine. can't wait for its premiere!","Vogue"
"What a load of shite.","Vogue"
"Cant wait so dope love a.w.","Vogue"
"Can't wait!","Vogue"
"okay but where's kris","Vogue"
"WHAT IS THE SONG IN THE TRAILER","Vogue"
"where can i watch this? when is it out?","Vogue"
"When is this out!?  I need it now","Vogue"
"Another movie that does nothing but, celebrate the elite and just a long commercial. Marketing is so saturated that nothing is exciting anymore. Florals for spring ground breaking. Shame on Anna Wintour she is over rated. Fashion froward is being green and lowering the carbon foot print.","Vogue"
"씨엘언니 진짜 멋있다 💕","Vogue"
"존나글레다됬네","Vogue"
"한국인손!!","Vogue"
"키드밀리가 씨엘 카피했구나","Vogue"
"Okay M.I.A. well done","Vogue"
"한국말 안보이넹 ㅠㅠ","Vogue"
"CL 👏😚","Vogue"
"Agnez mo","Vogue"
"Who else thinks CL looks like a suga kinda","Vogue"
"I miss you unnie:(","Vogue"
"My CL and JOEY BADA$$ omg","Vogue"
"best party ever","Vogue"
"Queens only","Vogue"
"Baddas!!! Slayy","Vogue"
"Who is that model who is wearing a red jacket and a cap","Vogue"
"Nikki minaj ghost writer for sure","Vogue"
"Omg💜💜💜","Vogue"
"such a Queen","Vogue"
"선구자는 gd나 cl은 절대아니","Vogue"
"Im proud of her she deserves  all of it.","Vogue"
"CL.😍","Vogue"
"CL 😍","Vogue"
"CRINGEY","Vogue"
"Get it girl💯🔥👏","Vogue"
"Queen ❤","Vogue"
"씨엘 조나 못한다...","Vogue"
"세계적 인싸 ㄷㄷ","Vogue"
"It's so cool, when she said ""hello bitches""","Vogue"
"♥️♥️♥️💋😍😘😘🔥🔥🔥🔥🔥","Vogue"
"Stella is so cute","Vogue"
"she's badass","Vogue"
"Man cant believe it 2 yrs old already ...QUEEN CL SLAYS YALL!!!👑👑","Vogue"
"kween","Vogue"
"QUEEN","Vogue"
"She deserves massive recognition","Vogue"
"1:25 who is he???","Vogue"
"Explain me what happened. I like CL but what is this","Vogue"
"What happened to my cute and innocent cl????🎊🎉

But still love her, she looks like a badass.","Vogue"
"That last scene is gold ^^ love it haha","Vogue"
"QUEEN CL!","Vogue"
"Ill pump cl all day long","Vogue"
"I don't like her she's a b****
She's not a kpop star .","Vogue"
"Wow🔥🔥🔥","Vogue"
"Queen.","Vogue"
"When the professor leaves the room:","Vogue"
"CL and Taylor Hill💓","Vogue"
"Is it bad that i nearly know all the models' name in this video? Lol idk i just love and obsessed with runway models since i was 6","Vogue"
"its about time big companies started recognizing kpop artist like CL","Vogue"
"I can already see all the k-netizens getting triggered by her outfit","Vogue"
"Vogue is back","Vogue"
"More CL pls!!!!!🔥🔥🔥🔥","Vogue"
"QUEEN YASS","Vogue"
"YASMEEN hi","Vogue"
"قذره CL كالعادة","Vogue"
"Lipstick ma ma ma 
Hello bitches *beat drops*","Vogue"
"OH YESS QUEEN❤","Vogue"
"Aya 씨엘 씹간지","Vogue"
"wooow","Vogue"
"help me control myself","Vogue"
"CL CL CL CL CL","Vogue"
"AHHHHHHH CL I LOVE YOU AHHHHHHHHHDHDHDBDNEBCDJBXBCFJ","Vogue"
"MAH QUEEN LOOKS AMAZING AS USUAL","Vogue"
"Yes bitches omg I love my queen","Vogue"
"💖💕💖💝💖💞💞fucking loveee","Vogue"
"CL is so wild i can't","Vogue"
"This is one of my favorite Vogue videos","Vogue"
"TAYLOR HILL!","Vogue"
"Iconic.","Vogue"
"I love her way too much.","Vogue"
"Wouldn’t watch this if it wasn’t for CL","Vogue"
"1:37 me","Vogue"
"I love CL so much 😩💕","Vogue"
"씨엘 몸매 미쳤자너..","Vogue"
"Se é pra pisar ela pisa direito","Vogue"
"Every time i'm listning to ''Hello bitches'' i feel like it's my first time","Vogue"
"Hello bitches","Vogue"
"Cl was the cardi b of korea","Vogue"
"2018 ?","Vogue"
"니키 + 리한나","Vogue"
"Her hair looks weird","Vogue"
"I swear to god.  C.L. slayed at the Olympics.  Matter Of Fact, she slays all the time.","Vogue"
"가사에 내용이 너무 없이 가볍습니다..","Vogue"
"YES BITCHES","Vogue"
"_CL my queen can get into Vogue but Taehyung can't get into Gucci?_","Vogue"
"My mom CL","Vogue"
"😲😲😲😨😨😨","Vogue"
"CL ❤👑","Vogue"
"yes cl !!!!! werk","Vogue"
"0:25 omg Taylor!!!","Vogue"
"Love. You cl 😍😍","Vogue"
"MY QUEEN!!!!","Vogue"
"Iconic","Vogue"
"Swang 😎😎😎😎😎","Vogue"
"Yass dilone!!","Vogue"
"Essa é a unica musica dela de sucesso","Vogue"
"*_QUEEN_*","Vogue"
"ok.","Vogue"
"Vogue I love u 🤤❤️ CL be looking like a baddie 🤤🍓🍓","Vogue"
"CL is QUEEN forever","Vogue"
"C.L is sooooooooo COOL","Vogue"
"Kendall looked gorgeous","Vogue"
"Love love love Fendi every season, you can tell there's intelligence and research behind every collection, shapes and silhouettes were very flattering for the everyday woman, the sutile comeback of fluor/pastel colour blocking is great, I see it in Versace, Gucci and now on Fendi, wonderful collection!","Vogue"
"Fendi has done it again!!!! I love the abstract, art-deco influences with those waves and stripes. Sort of reminds me of what J.W Anderson did with those peplum, kinetic motion stuff but it looks completely different and has a completely different energy. The set I always breathtaking as always. There are a few designers whose creations can be classified as art and Fendi is certainly one of them. It is art but wearable art. Karl and Silvia know how to make things that look amazing visually and have a unique story and value to them but can do so well on the retail floor, especially the bags this season and the shoes which I am positive will be sold out everywhere.","Vogue"
"Karl Lagerfeld is soooo intelligent. I just love to hear him talking, although it's hard to understand what he's saying sometimes","Vogue"
"Omg the models🙌 I loved it","Vogue"
"Perfect again and again!!!","Vogue"
"Sie haben so etwas von Recht Karl!","Vogue"
"I actually really enjoyed this collection! ❤️ I'm usually not a huge fan of fendi but this collection was lovely","Vogue"
"I wasn't trilled or excited about the collection. :l","Vogue"
"lovely","Vogue"
"good job at masking the first look","Vogue"
"I like Kendall Jenner better than all her sisters. She is more real  and ofc less drama","Vogue"
"Bella and digo
Nadie
Potatoes","Vogue"
"I want that life","Vogue"
"1-28","Vogue"
"Harry and zayn





Jk","Vogue"
"WTF did I just watch?!?! I just lost 3 min of my life haha.","Vogue"
"1:17","Vogue"
"Kill this rat","Vogue"
"2:25 when u have been holding your poo all day and youre over being nice about it","Vogue"
"Good","Vogue"
"Kim looks so tacky next to Kendall","Vogue"
"flat","Vogue"
"She's cute, but super-model, not really...","Vogue"
"😍😍😍😍😍","Vogue"
"omg kendall is so cute here :)","Vogue"
"idiots...","Vogue"
"2:26 what kind of mask is it ?","Vogue"
"Kendall reminds me of alissa violet","Vogue"
"1:05 Oops small ass😂😂","Vogue"
"I hate the sòooooo much","Vogue"
"Do I look hot with a unabrow? Ah yep","Vogue"
"shes confident","Vogue"
"What face mask was she using","Vogue"
"Que hermosa pareja","Vogue"
"WHat is that clay pack","Vogue"
"I miss Kengi","Vogue"
"Did Kendall have plastic surgery?","Vogue"
"I’d be friends with Cara D any day.","Vogue"
"She's the only with a real career.","Vogue"
"How can kendall eat pancakes😱 she is so thin if I eat them I gain 10 pounds of weight😥","Vogue"
"What the heck did I just watch?!","Vogue"
"I love this because we can see that she’s really human","Vogue"
"Did anyone ever figure out the song playing in 0:48","Vogue"
"0:26 looks exactly like young Kylie","Vogue"
"*THERE ARE PEOPLE DYING*","Vogue"
"Eiltousrtu","Vogue"
"never trust a mcmuffin eater","Vogue"
"me encanta","Vogue"
"Пиздеж и провокация","Vogue"
"Everything she has was handed to her on a silver platter.","Vogue"
"Casi casi se le salen los huesos😂","Vogue"
"El requisito para la mayoria de las modelos es que no tengan bubis 😂😂 como gigi y kendall","Vogue"
"Gigi😍","Vogue"
"I hate her and I love her at the same time c'est trop bizarre","Vogue"
""" i haven't worn heels in months""
1:51 😐😑","Vogue"
"Kendall is so hawt","Vogue"
"Kendal and Gigi are friendship goals","Vogue"
"Gigi es Perfeccion!!!!","Vogue"
"i saw at her face and it changes every time i saw it","Vogue"
